X,Y,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,gpxx_WaypointExtension
101.256146031,0.945795011,43.865,,,,D-W-250M-Buffe,D-W-250M-Buffe,D-W-250M-Buffe,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254998967,0.94620497,41.703,,,,D-W-250M-OPC 1,D-W-250M-OPC 1,D-W-250M-OPC 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254779026,0.946285017,42.424,,,,D-W-250M-OPC 2,D-W-250M-OPC 2,D-W-250M-OPC 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254887991,0.946529014,41.703,,,,D-W-250M-OPC 3,D-W-250M-OPC 3,D-W-250M-OPC 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254939204,0.946374116,,,,,D-W-250m-OPcor,D-W-250m-OPcor,D-W-250m-OPcor,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255095024,0.946386019,40.982,,,,D-W-250M-OPCve,D-W-250M-OPCve,D-W-250M-OPCve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255832966,0.946060969,44.346,,,,D-W-250M-OPE 1,D-W-250M-OPE 1,D-W-250M-OPE 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255667005,0.946170017,42.183,,,,D-W-250M-OPE 2,D-W-250M-OPE 2,D-W-250M-OPE 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25557296,0.945949992,43.385,,,,D-W-250M-OPE 3,D-W-250M-OPE 3,D-W-250M-OPE 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255731964,0.946015036,43.865,,,,D-W-250M-OPedg,D-W-250M-OPedg,D-W-250M-OPedg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255779993,0.945839016,44.346,,,,D-W-250M-OPEve,D-W-250M-OPEve,D-W-250M-OPEve,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255607996,0.943737002,42.904,,,,D-W-50M-BCveg1,D-W-50M-BCveg1,D-W-50M-BCveg1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255607996,0.94396499,43.385,,,,D-W-50M-BCveg2,D-W-50M-BCveg2,D-W-50M-BCveg2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255415967,0.943968007,42.664,,,,D-W-50M-BCveg3,D-W-50M-BCveg3,D-W-50M-BCveg3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255396018,0.94376198,42.424,,,,D-W-50M-BCveg4,D-W-50M-BCveg4,D-W-50M-BCveg4,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255293004,0.943858037,43.385,,,,D-W-50M-Buff 1,D-W-50M-Buff 1,D-W-50M-Buff 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255451003,0.943831969,43.385,,,,D-W-50M-Buffer,D-W-50M-Buffer,D-W-50M-Buffer,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254144013,0.944026345,,,,,D-W-50m-OPcore,D-W-50m-OPcore,D-W-50m-OPcore,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254230011,0.943892989,37.617,,,,D-W-50M-OPCv 1,D-W-50M-OPCv 1,D-W-50M-OPCv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254037982,0.943958033,37.617,,,,D-W-50M-OPCv 2,D-W-50M-OPCv 2,D-W-50M-OPCv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254058015,0.94415199,37.617,,,,D-W-50M-OPCv 3,D-W-50M-OPCv 3,D-W-50M-OPCv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254264964,0.944085019,37.377,,,,D-W-50M-OPCveg,D-W-50M-OPCveg,D-W-50M-OPCveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255016988,0.94390003,44.106,,,,D-W-50M-OPedge,D-W-50M-OPedge,D-W-50M-OPedge,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.25510701,0.943783019,43.865,,,,D-W-50M-OPEv 1,D-W-50M-OPEv 1,D-W-50M-OPEv 1,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254895031,0.943797017,44.106,,,,D-W-50M-OPEv 2,D-W-50M-OPEv 2,D-W-50M-OPEv 2,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.254911963,0.944002038,43.865,,,,D-W-50M-OPEv 3,D-W-50M-OPEv 3,D-W-50M-OPEv 3,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.255137017,0.943983011,43.625,,,,D-W-50M-OPEveg,D-W-50M-OPEveg,D-W-50M-OPEveg,,,,,,,,"Navaid, Red",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.279054023,0.94965253,50.114,,,,H01,15-11-16 8:47:48AM,15-11-16 8:47:48AM,,,,,,,,"Navaid, Green",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.280848086,0.949481456,43.625,,,,H02,15-11-16 8:59:25AM,15-11-16 8:59:25AM,,,,,,,,"Navaid, Green",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.280591516,0.948639158,47.951,,,,I01,14-11-16 12:25:13PM,14-11-16 12:25:13PM,,,,,,,,"Navaid, Green",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.278896444,0.948880725,51.796,,,,I02,14-11-16 12:26:54PM,14-11-16 12:26:54PM,,,,,,,,"Navaid, Green",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.281658197,0.952033661,52.037,,,,R01,14-11-16 12:21:47PM,14-11-16 12:21:47PM,,,,,,,,"Navaid, Green",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
101.281397268,0.950421989,52.998,,,,R02,14-11-16 12:23:19PM,14-11-16 12:23:19PM,,,,,,,,"Navaid, Green",,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      
