timepoint,date,river,treatment,point,replicate,rainfall.mm,water+total.K.K2O.g,soil.C,soil.K.K2O,soil.N.NO3.NH4,soil.P.P2O5,water+total.N.NO3.NH4,water+total.P.P2O5,water+total.K.K2O.g
na-post1/2,27/04/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/04/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/04/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/04/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,27/04/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,27/04/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,28/04/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,29/04/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,30/04/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,01/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,02/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,03/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,04/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,05/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,06/05/2021,PLPE,A,buffer.core,1,58.64,0.19,7.87,0.06,0.69,0.23,0.08,0.01,0.19
na-post1/2,06/05/2021,PLPE,A,buffer.core,2,58.64,0.68,5.91,0.04,0.46,0.21,0.26,0.03,0.68
na-post1/2,06/05/2021,PLPE,A,OP.edge,1,58.64,0.24,7.84,0.06,0.64,0.27,0.74,0.02,0.24
na-post1/2,06/05/2021,PLPE,A,OP.edge,2,58.64,0.59,8.53,0.1,0.72,0.32,0.07,0.06,0.59
na-post1/2,06/05/2021,PLPE,B,buffer.core,1,58.64,0.25,11.45,0.06,0.83,0.11,0.08,0.01,0.25
na-post1/2,06/05/2021,PLPE,B,buffer.core,2,58.64,0.33,11.24,0.05,0.77,0.11,0.11,0.01,0.33
na-post1/2,06/05/2021,PLPE,B,OP.edge,1,58.64,0.81,11.45,0.05,0.69,0.14,0.28,0.03,0.81
na-post1/2,06/05/2021,PLPE,B,OP.edge,2,58.64,0.57,15.02,0.05,0.94,0.41,0.22,0.04,0.57
na-post1/2,06/05/2021,PLPE,C,buffer.core,1,58.64,0.3,11.61,0.04,0.77,0.21,0.1,0.01,0.3
na-post1/2,06/05/2021,PLPE,C,buffer.core,2,58.64,0.04,9.54,0.07,0.59,0.23,0.01,0.001209648,0.04
na-post1/2,06/05/2021,PLPE,C,OP.edge,1,58.64,0.72,8.72,0.07,0.5,0.32,0.28,0.03,0.72
na-post1/2,06/05/2021,PLPE,C,OP.edge,2,58.64,0.67,10.2,0.04,0.61,0.37,0.08,0.05,0.67
na-post1/2,06/05/2021,PLPE,D,buffer.core,1,58.64,0.48,8.88,0.06,0.68,0.21,0.1,0.02,0.48
na-post1/2,06/05/2021,PLPE,D,buffer.core,2,58.64,0.36,7.37,0.04,0.55,0.14,0.09,0.03,0.36
na-post1/2,06/05/2021,PLPE,D,OP.edge,1,58.64,1.45,6.82,0.06,0.53,0.21,0.15,0.03,1.45
na-post1/2,06/05/2021,PLPE,D,OP.edge,2,58.64,0.76,8.14,0.1,0.66,0.34,0.25,0.06,0.76
na-post1/2,07/05/2021,PLPE,A,buffer.core,1,41.24,0.06,13.75,0.07,0.96,0.11,0.02,0.002419296,0.06
na-post1/2,07/05/2021,PLPE,A,buffer.core,2,41.24,0.06,55.18,0.22,3.66,0.53,0.02,0.002620904,0.06
na-post1/2,07/05/2021,PLPE,A,OP.edge,1,41.24,0.37,42.09,0.18,2.39,0.39,0.15,0.02,0.37
na-post1/2,07/05/2021,PLPE,A,OP.edge,2,41.24,0.2,50.85,0.17,3.03,1.49,0.09,0.01,0.2
na-post1/2,07/05/2021,PLPE,B,buffer.core,1,41.24,0.04,70.95,0.2,4.65,1.26,0.01,0.001814472,0.04
na-post1/2,07/05/2021,PLPE,B,buffer.core,2,41.24,0.37,33.81,0.14,2.6,0.85,0.07,0.01,0.37
na-post1/2,07/05/2021,PLPE,B,OP.edge,1,41.24,0.43,13.96,0.05,0.98,0.3,0.15,0.02,0.43
na-post1/2,07/05/2021,PLPE,B,OP.edge,2,41.24,0.66,62.96,0.25,4.27,1.19,0.18,0.03,0.66
na-post1/2,07/05/2021,PLPE,C,buffer.core,1,41.24,0.06,52.28,0.13,3.42,0.11,0.01,0.001814472,0.06
na-post1/2,07/05/2021,PLPE,C,buffer.core,2,41.24,0.19,63.36,0.29,4.25,0.55,0.06,0.004112803,0.19
na-post1/2,07/05/2021,PLPE,C,OP.edge,1,41.24,0.86,48.65,0.12,3.09,0.34,0.27,0.03,0.86
na-post1/2,07/05/2021,PLPE,C,OP.edge,2,41.24,0.35,63.52,0.18,3.66,0.34,0.65,0.05,0.35
na-post1/2,07/05/2021,PLPE,D,buffer.core,1,41.24,0.8,56.16,0.2,3.68,0.46,0.09,0.02,0.8
na-post1/2,07/05/2021,PLPE,D,buffer.core,2,41.24,0.2,48.79,0.16,3.04,0.34,0.04,0.004112803,0.2
na-post1/2,07/05/2021,PLPE,D,OP.edge,1,41.24,1.43,37.28,0.19,1.81,0.18,0.09,0.09,1.43
na-post1/2,07/05/2021,PLPE,D,OP.edge,2,41.24,1.54,42.77,0.14,2.27,1.47,0.35,0.07,1.54
na-post1/2,08/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,08/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,09/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,10/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,11/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,12/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,13/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,B,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,B,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,B,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,B,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,C,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,C,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,C,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,C,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,D,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,D,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,D,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,14/05/2021,PLPE,D,OP.edge,2,0,0,0,0,0,0,0,0,0
na-post1/2,15/05/2021,PLPE,A,buffer.core,1,0,0,0,0,0,0,0,0,0
na-post1/2,15/05/2021,PLPE,A,buffer.core,2,0,0,0,0,0,0,0,0,0
na-post1/2,15/05/2021,PLPE,A,OP.edge,1,0,0,0,0,0,0,0,0,0
na-post1/2,15/05/2021,PLPE,A,OP.edge,2,0,0,0,0,0,0,0,0,0
