timepoint,date.collected,river,treatment,side,transect,point,og.site.label,surveyors,,palm.name,palm.num,time,frond.length.cm,.whole.palm.herbivory,.cut.frond.herbivory,level.0,level.1,level.2,level.3,area.original,area.filled,herbivory
baseline,10/01/2018,PLPE,D,East,150m,buffer.core,D-East-150m-BufferCore,"Agung, Dani, Syamsul H",,X,,08:29,,10,5,15,5,0,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,buffer.core,D-East-150m-BufferCore,"Agung, Dani, Syamsul H",,Y,,08:43,,5,5,11,5,4,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,buffer.core,D-East-150m-BufferCore,"Agung, Dani, Syamsul H",,"Not Z, because it was too tall",,08:55,,5,5,15,5,0,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,buffer.core,D-East-150m-BufferCore,"Agung, Dani, Syamsul H",2,X,,08:29,,10,5,15,5,0,0,3941430,3942529,0.027875508
baseline,10/01/2018,PLPE,D,East,150m,buffer.core,D-East-150m-BufferCore,"Agung, Dani, Syamsul H",2,Y,,08:43,,5,5,11,5,4,0,4041689,4086678,1.100869704
baseline,10/01/2018,PLPE,D,East,150m,buffer.core,D-East-150m-BufferCore,"Agung, Dani, Syamsul H",2,"Not Z, because it was too tall",,08:55,,5,5,15,5,0,0,4723514,4724697,0.025038643
baseline,10/01/2018,PLPE,D,East,150m,OP.core,D-East-150m-Opcore,"Agung, Dani, Syamsul H",,Y,,09:58,,15,20,5,9,6,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,OP.core,D-East-150m-Opcore,"Agung, Dani, Syamsul H",,X,,10:09,,5,5,17,3,0,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,OP.core,D-East-150m-Opcore,"Agung, Dani, Syamsul H",,Z,,10:16,,5,5,14,6,0,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,OP.core,D-East-150m-Opcore,"Agung, Dani, Syamsul H",2,Y,,09:58,,15,20,5,9,6,0,4806806,4859821,1.0908838
baseline,10/01/2018,PLPE,D,East,150m,OP.core,D-East-150m-Opcore,"Agung, Dani, Syamsul H",2,X,,10:09,,5,5,17,3,0,0,4861651,4866140,0.092249709
baseline,10/01/2018,PLPE,D,East,150m,OP.core,D-East-150m-Opcore,"Agung, Dani, Syamsul H",2,Z,,10:16,,5,5,14,6,0,0,4725510,4730929,0.114544099
baseline,10/01/2018,PLPE,D,East,150m,OP.edge,D-East-150m-Opedge,"Agung, Dani, Syamsul H",,Y,,09:10,,5,5,12,8,0,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,OP.edge,D-East-150m-Opedge,"Agung, Dani, Syamsul H",,"Not X, because it was too tall",,09:25,,10,5,14,6,0,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,OP.edge,D-East-150m-Opedge,"Agung, Dani, Syamsul H",,Z,,09:40,,5,5,15,5,0,0,NA,NA,NA
baseline,10/01/2018,PLPE,D,East,150m,OP.edge,D-East-150m-Opedge,"Agung, Dani, Syamsul H",2,Y,,09:10,,5,5,12,8,0,0,4191746,4193051,0.031122922
baseline,10/01/2018,PLPE,D,East,150m,OP.edge,D-East-150m-Opedge,"Agung, Dani, Syamsul H",2,"Not X, because it was too tall",,09:25,,10,5,14,6,0,0,5420637,5426317,0.104675049
baseline,10/01/2018,PLPE,D,East,150m,OP.edge,D-East-150m-Opedge,"Agung, Dani, Syamsul H",2,Z,,09:40,,5,5,15,5,0,0,4726784,4728369,0.033521072
baseline,11/01/2018,PLPE,B,West,250m,buffer.core,B-West-250m-BufferCore,"Agung, Dani, Syamsul H",,Z,,11:15,,5,5,8,12,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,buffer.core,B-West-250m-BufferCore,"Agung, Dani, Syamsul H",,Y,,11:28,,5,5,8,12,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,buffer.core,B-West-250m-BufferCore,"Agung, Dani, Syamsul H",,X,,11:33,,5,5,12,8,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,buffer.core,B-West-250m-BufferCore,"Agung, Dani, Syamsul H",3,Z,,11:15,,5,5,8,12,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,buffer.core,B-West-250m-BufferCore,"Agung, Dani, Syamsul H",3,Y,,11:28,,5,5,8,12,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,buffer.core,B-West-250m-BufferCore,"Agung, Dani, Syamsul H",3,X,,11:33,,5,5,12,8,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,buffer.core,A-East-350m-BufferCore,"Agung, Dani, Syamsul H",,X,,08:56,,5,5,19,1,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,buffer.core,A-East-350m-BufferCore,"Agung, Dani, Syamsul H",,Y,,09:06,,5,5,19,1,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,buffer.core,A-East-350m-BufferCore,"Agung, Dani, Syamsul H",,Z,,09:28,,5,5,9,11,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.core,B-West-250m-Opcore,"Agung, Dani, Syamsul H",,X,,12:44,,5,5,14,4,2,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.core,B-West-250m-Opcore,"Agung, Dani, Syamsul H",,Y,,12:54,,5,5,16,4,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.core,B-West-250m-Opcore,"Agung, Dani, Syamsul H",,Z,,12:58,,5,5,14,5,1,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.core,B-West-250m-Opcore,"Agung, Dani, Syamsul H",3,X,,12:44,,5,5,14,4,2,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.core,B-West-250m-Opcore,"Agung, Dani, Syamsul H",3,Y,,12:54,,5,5,16,4,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.core,B-West-250m-Opcore,"Agung, Dani, Syamsul H",3,Z,,12:58,,5,5,14,5,1,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,OP.core,A-East-350m-Opcore,"Agung, Dani, Syamsul H",,X,,10:27,,5,5,8,12,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,OP.core,A-East-350m-Opcore,"Agung, Dani, Syamsul H",,Y,,10:50,,5,5,9,11,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,OP.core,A-East-350m-Opcore,"Agung, Dani, Syamsul H",,Z,,10:38,,10,5,8,12,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.edge,B-West-250m-Opedge,"Agung, Dani, Syamsul H",,Y,,11:47,,5,5,13,7,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.edge,B-West-250m-Opedge,"Agung, Dani, Syamsul H",,X,,11:57,,5,5,15,5,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.edge,B-West-250m-Opedge,"Agung, Dani, Syamsul H",,Z,,12:01,,5,5,14,6,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.edge,B-West-250m-Opedge,"Agung, Dani, Syamsul H",3,Y,,11:47,,5,5,13,7,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.edge,B-West-250m-Opedge,"Agung, Dani, Syamsul H",3,X,,11:57,,5,5,15,5,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,B,West,250m,OP.edge,B-West-250m-Opedge,"Agung, Dani, Syamsul H",3,Z,,12:01,,5,5,14,6,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,OP.edge,A-East-350m-Opedge,"Agung, Dani, Syamsul H",,Z,,09:45,,5,5,16,4,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,OP.edge,A-East-350m-Opedge,"Agung, Dani, Syamsul H",,Y,,09:59,,5,5,13,7,0,0,NA,NA,NA
baseline,11/01/2018,PLPE,A,East,350m,OP.edge,A-East-350m-Opedge,"Agung, Dani, Syamsul H",,X,,10:11,,5,5,6,14,0,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,buffer.core,C-West-50m-BufferCore,"Jhon, Agung, Dani, Syamsul H",,Z,,09:33,,10,5,6,11,3,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,buffer.core,C-West-50m-BufferCore,"Jhon, Agung, Dani, Syamsul H",,Y,,09:45,,10,5,15,5,0,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,buffer.core,C-West-50m-BufferCore,"Jhon, Agung, Dani, Syamsul H",,X,,09:56,,10,5,10,10,0,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,OP.core,C-West-50m-Opcore,"Jhon, Agung, Dani, Syamsul H",,X,,10:18,,5,5,16,4,0,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,OP.core,C-West-50m-Opcore,"Jhon, Agung, Dani, Syamsul H",,Y,,10:29,,5,5,12,8,0,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,OP.core,C-West-50m-Opcore,"Jhon, Agung, Dani, Syamsul H",,Z,,10:39,,5,5,17,3,0,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,OP.edge,C-West-50m-Opedge,"Agung, Dani, Syamsul H",,Y,,08:44,,5,5,14,5,1,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,OP.edge,C-West-50m-Opedge,"Agung, Dani, Syamsul H",,X,,08:57,,10,5,9,10,1,0,NA,NA,NA
baseline,12/01/2018,PLPE,C,West,50m,OP.edge,C-West-50m-Opedge,"Agung, Dani, Syamsul H",,Z,,09:09,,5,5,13,7,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,buffer.core,C-West-250m-BufferCore,"Agung, Dani, Syamsul H",,X,,08:33,,10,10,4,16,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,buffer.core,C-West-250m-BufferCore,"Agung, Dani, Syamsul H",,Y,,08:46,,5,5,18,2,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,buffer.core,C-West-250m-BufferCore,"Agung, Dani, Syamsul H",,Z,,08:55,,5,5,13,7,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Agung, Dani, Syamsul H",,Z,,11:10,,5,5,4,16,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Agung, Dani, Syamsul H",,X,,11:15,,5,5,14,6,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Agung, Dani, Syamsul H",,Y,,11:20,,5,5,12,8,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Agung, Dani, Syamsul H",4,Z,,11:10,,5,5,4,16,0,0,3430081,3431179,0.032000662
baseline,13/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Agung, Dani, Syamsul H",4,X,,11:15,,5,5,14,6,0,0,3628842,3630133,0.035563435
baseline,13/01/2018,PLPE,D,East,350m,buffer.core,D-East-350m-BufferCore,"Agung, Dani, Syamsul H",4,Y,,11:20,,5,5,12,8,0,0,4048988,4050538,0.038266522
baseline,13/01/2018,PLPE,A,East,150m,OP.core,A-East-150m-Opcore,"Harvester, Agung, Syamsul",,Z,,09:33,,5,5,6,14,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,OP.core,C-West-250m-Opcore,"Agung, Dani, Syamsul H",,Z,,09:48,,5,5,15,4,1,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,OP.core,C-West-250m-Opcore,"Agung, Dani, Syamsul H",,X,,10:06,,5,5,11,9,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,OP.core,C-West-250m-Opcore,"Agung, Dani, Syamsul H",,Y,,09:58,,5,5,12,5,3,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.core,D-East-350m-Opcore,"Agung, Dani, Syamsul H",,Z,,10:30,,5,5,13,7,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.core,D-East-350m-Opcore,"Agung, Dani, Syamsul H",,Y,,10:40,,5,5,16,4,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.core,D-East-350m-Opcore,"Agung, Dani, Syamsul H",,X,,10:55,,5,5,13,7,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.core,D-East-350m-Opcore,"Agung, Dani, Syamsul H",4,Z,,10:30,,5,5,13,7,0,0,3373371,3374062,0.020479766
baseline,13/01/2018,PLPE,D,East,350m,OP.core,D-East-350m-Opcore,"Agung, Dani, Syamsul H",4,Y,,10:40,,5,5,16,4,0,0,4220610,4225102,0.10631696
baseline,13/01/2018,PLPE,D,East,350m,OP.core,D-East-350m-Opcore,"Agung, Dani, Syamsul H",4,X,,10:55,,5,5,13,7,0,0,3019862,3020489,0.020758228
baseline,13/01/2018,PLPE,C,West,250m,OP.edge,C-West-250m-Opedge,"Agung, Dani, Syamsul H",,X,,09:08,,5,5,10,10,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,OP.edge,C-West-250m-Opedge,"Agung, Dani, Syamsul H",,Y,,09:19,,5,5,8,12,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,C,West,250m,OP.edge,C-West-250m-Opedge,"Agung, Dani, Syamsul H",,Z,,09:28,,5,5,10,10,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.edge,D-East-350m-Opedge,"Agung, Dani, Syamsul H",,Y,,11:30,,5,5,8,12,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.edge,D-East-350m-Opedge,"Agung, Dani, Syamsul H",,Z,,11:36,,5,5,15,5,0,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.edge,D-East-350m-Opedge,"Agung, Dani, Syamsul H",,X,,11:45,,5,10,9,7,4,0,NA,NA,NA
baseline,13/01/2018,PLPE,D,East,350m,OP.edge,D-East-350m-Opedge,"Agung, Dani, Syamsul H",4,Y,,11:30,,5,5,8,12,0,0,3582638,3584978,0.065272367
baseline,13/01/2018,PLPE,D,East,350m,OP.edge,D-East-350m-Opedge,"Agung, Dani, Syamsul H",4,Z,,11:36,,5,5,15,5,0,0,4000985,4006100,0.127680288
baseline,13/01/2018,PLPE,D,East,350m,OP.edge,D-East-350m-Opedge,"Agung, Dani, Syamsul H",4,X,,11:45,,5,10,9,7,4,0,3505876,3521769,0.451278889
baseline,14/01/2018,PLPE,A,East,150m,OP.core,A-East-150m-Opcore,"Harvester, Agung, Syamsul",,X,,09:42,,5,5,12,8,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,buffer.core,A-West-50m-BufferCore,"Harvester, Agung, Syamsul",,Y,,11:10,,5,5,15,5,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,buffer.core,A-West-50m-BufferCore,"Harvester, Agung, Syamsul",,Z,,11:16,,5,5,17,3,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,buffer.core,A-West-50m-BufferCore,"Harvester, Agung, Syamsul",,X,,11:24,,5,5,7,13,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,East,150m,buffer.core,A-East-150m-BufferCore,"Harvester, Agung, Syamsul",,X,,10:12,,5,5,13,7,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,East,150m,buffer.core,A-East-150m-BufferCore,"Harvester, Agung, Syamsul",,Z,,10:17,,5,5,16,4,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,East,150m,buffer.core,A-East-150m-BufferCore,"Harvester, Agung, Syamsul",,Y,,10:23,,5,5,16,4,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,OP.core,A-West-50m-Opcore,"Harvester, Agung, Syamsul",,X,,12:14,,10,5,12,8,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,OP.core,A-West-50m-Opcore,"Harvester, Agung, Syamsul",,Y,,12:19,,5,5,15,5,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,OP.core,A-West-50m-Opcore,"Harvester, Agung, Syamsul",,Z,,12:25,,5,5,5,15,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,East,150m,OP.core,A-East-150m-Opcore,"Harvester, Agung, Syamsul",,Y,,09:46,,5,5,10,9,1,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,OP.edge,A-West-50m-Opedge,"Harvester, Agung, Syamsul",,X,,11:36,,5,10,7,9,4,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,OP.edge,A-West-50m-Opedge,"Harvester, Agung, Syamsul",,Z,,11:42,,5,5,11,9,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,West,50m,OP.edge,A-West-50m-Opedge,"Harvester, Agung, Syamsul",,Y,,11:52,,5,5,16,4,0,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,East,150m,OP.edge,A-East-150m-Opedge,"Harvester, Agung, Syamsul",,Z,,10:41,,10,10,9,10,1,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,East,150m,OP.edge,A-East-150m-Opedge,"Harvester, Agung, Syamsul",,Y,,10:49,,5,5,12,7,1,0,NA,NA,NA
baseline,15/01/2018,PLPE,A,East,150m,OP.edge,A-East-150m-Opedge,"Harvester, Agung, Syamsul",,X,,10:54,,5,5,14,6,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,buffer.core,B-West-50m-BufferCore,"Syamsul, Agung",,Z,,11:27,,5,5,16,3,1,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,buffer.core,B-West-50m-BufferCore,"Syamsul, Agung",,Y,,11:38,,5,5,18,2,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,buffer.core,B-West-50m-BufferCore,"Syamsul, Agung",,X,,11:44,,5,5,18,2,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,buffer.core,B-West-50m-BufferCore,"Syamsul, Agung",1,Z,,11:27,,5,5,16,3,1,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,buffer.core,B-West-50m-BufferCore,"Syamsul, Agung",1,Y,,11:38,,5,5,18,2,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,buffer.core,B-West-50m-BufferCore,"Syamsul, Agung",1,X,,11:44,,5,5,18,2,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,buffer.core,A-West-250m-BufferCore,"Harvester, Agung, Syamsul",,Y,,09:32,,5,5,14,6,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,buffer.core,A-West-250m-BufferCore,"Harvester, Agung, Syamsul",,X,,09:42,,20,5,10,10,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,buffer.core,A-West-250m-BufferCore,"Harvester, Agung, Syamsul",,Z,,09:49,,10,5,11,9,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",,X,,10:20,,5,5,7,11,2,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",,X0,,10:24,,5,5,13,6,1,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",,Z,,10:34,,5,5,16,4,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",,Y,,10:39,,5,5,8,11,1,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",1,X,,10:20,,5,5,7,11,2,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",1,X0,,10:24,,5,5,13,6,1,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",1,Z,,10:34,,5,5,16,4,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.core,B-West-50m-Opcore,"Syamsul, Agung",1,Y,,10:39,,5,5,8,11,1,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,OP.core,A-West-250m-Opcore,"Harvester, Agung, Syamsul",,X,,08:30,,5,5,12,8,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,OP.core,A-West-250m-Opcore,"Harvester, Agung, Syamsul",,Y,,08:36,,5,5,10,10,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,OP.core,A-West-250m-Opcore,"Harvester, Agung, Syamsul",,Z,,08:45,,5,5,11,9,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.edge,B-West-50m-Opedge,"Syamsul, Agung",,Z,,10:54,,20,5,14,4,2,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.edge,B-West-50m-Opedge,"Syamsul, Agung",,Y,,11:02,,10,10,12,6,2,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.edge,B-West-50m-Opedge,"Syamsul, Agung",,X,,11:11,,5,5,15,5,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.edge,B-West-50m-Opedge,"Syamsul, Agung",1,Z,,10:54,,20,5,14,4,2,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.edge,B-West-50m-Opedge,"Syamsul, Agung",1,Y,,11:02,,10,10,12,6,2,0,NA,NA,NA
baseline,16/01/2018,PLPE,B,West,50m,OP.edge,B-West-50m-Opedge,"Syamsul, Agung",1,X,,11:11,,5,5,15,5,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,OP.edge,A-West-250m-Opedge,"Harvester, Agung, Syamsul",,X,,09:01,,10,5,6,14,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,OP.edge,A-West-250m-Opedge,"Harvester, Agung, Syamsul",,Z,,09:06,,10,5,15,5,0,0,NA,NA,NA
baseline,16/01/2018,PLPE,A,West,250m,OP.edge,A-West-250m-Opedge,"Harvester, Agung, Syamsul",,Y,,09:17,,5,5,12,6,2,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,buffer.core,D-West-50m-BufferCore,"Syamsul, Agung",,X,,08:16,,5,5,11,8,1,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,buffer.core,D-West-50m-BufferCore,"Syamsul, Agung",,Z,,08:25,,5,5,15,4,1,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,buffer.core,D-West-50m-BufferCore,"Syamsul, Agung",,Y,,08:36,,5,5,16,4,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,buffer.core,D-West-50m-BufferCore,"Syamsul, Agung",1,X,,08:16,,5,5,11,8,1,0,4201919,4215537,0.323043067
baseline,17/01/2018,PLPE,D,West,50m,buffer.core,D-West-50m-BufferCore,"Syamsul, Agung",1,Z,,08:25,,5,5,15,4,1,0,3866501,3869917,0.088270627
baseline,17/01/2018,PLPE,D,West,50m,buffer.core,D-West-50m-BufferCore,"Syamsul, Agung",1,Y,,08:36,,5,5,16,4,0,0,4979079,4979670,0.011868256
baseline,17/01/2018,PLPE,C,East,350m,buffer.core,C-East-350m-BufferCore,"Syamsul, Agung",,X,,10:24,,5,5,19,1,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.core,D-West-50m-Opcore,"Syamsul, Agung",,Z,,09:31,,5,5,16,4,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.core,D-West-50m-Opcore,"Syamsul, Agung",,Y,,09:36,,5,5,14,3,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.core,D-West-50m-Opcore,"Syamsul, Agung",,X,,09:43,,10,5,12,8,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.core,D-West-50m-Opcore,"Syamsul, Agung",1,Z,,09:31,,5,5,16,4,0,0,3953848,3956715,0.072459098
baseline,17/01/2018,PLPE,D,West,50m,OP.core,D-West-50m-Opcore,"Syamsul, Agung",1,Y,,09:36,,5,5,14,3,0,0,3984856,3999815,0.373992297
baseline,17/01/2018,PLPE,D,West,50m,OP.core,D-West-50m-Opcore,"Syamsul, Agung",1,X,,09:43,,10,5,12,8,0,0,3857312,3864851,0.195065735
baseline,17/01/2018,PLPE,C,East,350m,OP.core,C-East-350m-Opcore,"Syamsul, Agung",,X,,11:30,,10,5,12,6,2,0,NA,NA,NA
baseline,17/01/2018,PLPE,C,East,350m,OP.core,C-East-350m-Opcore,"Syamsul, Agung",,Y,,11:38,,5,5,14,6,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,C,East,350m,OP.core,C-East-350m-Opcore,"Syamsul, Agung",,Z,,11:45,,5,5,17,3,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.edge,D-West-50m-Opedge,"Syamsul, Agung",,X,,08:58,,5,5,9,10,1,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.edge,D-West-50m-Opedge,"Syamsul, Agung",,Y,,09:05,,10,5,18,2,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.edge,D-West-50m-Opedge,"Syamsul, Agung",,Z,,09:13,,5,5,16,4,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,D,West,50m,OP.edge,D-West-50m-Opedge,"Syamsul, Agung",1,X,,08:58,,5,5,9,10,1,0,3745536,3757498,0.318350136
baseline,17/01/2018,PLPE,D,West,50m,OP.edge,D-West-50m-Opedge,"Syamsul, Agung",1,Y,,09:05,,10,5,18,2,0,0,3941416,3941881,0.011796399
baseline,17/01/2018,PLPE,D,West,50m,OP.edge,D-West-50m-Opedge,"Syamsul, Agung",1,Z,,09:13,,5,5,16,4,0,0,4664469,4665685,0.026062625
baseline,17/01/2018,PLPE,C,East,350m,OP.edge,C-East-350m-Opedge,"Syamsul, Agung",,Y,,11:01,,5,5,12,6,2,0,NA,NA,NA
baseline,17/01/2018,PLPE,C,East,350m,OP.edge,C-East-350m-Opedge,"Syamsul, Agung",,X,,11:07,,5,5,10,10,0,0,NA,NA,NA
baseline,17/01/2018,PLPE,C,East,350m,OP.edge,C-East-350m-Opedge,"Syamsul, Agung",,Z0- Z too high,,11:12,,10,5,16,2,2,0,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,buffer.core,D-West-250m-BufferCore,"Syamsul, Agung",,X,,08:24,,10,10,12,5,1,2,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,buffer.core,D-West-250m-BufferCore,"Syamsul, Agung",,Y,,08:36,,10,10,5,11,1,3,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,buffer.core,D-West-250m-BufferCore,"Syamsul, Agung",,Z,,08:40,,5,10,17,1,1,1,NA,NA,NA
baseline,18/01/2018,PLPE,D,West,250m,buffer.core,D-West-250m-BufferCore,"Syamsul, Agung",3,X,,08:24,,10,10,12,5,1,2,1098486,1143053,3.898944318
baseline,18/01/2018,PLPE,D,West,250m,buffer.core,D-West-250m-BufferCore,"Syamsul, Agung",3,Y,,08:36,,10,10,5,11,1,3,971071,991702,2.080362851
